,name,team,age,min,pts,fgm,threepm,ftm,oreb,dreb,reb,ast,stl,blk,gp,wg,lg,winrate,year,dist_miles,dist_off,dist_def,avg_speed,avg_speed_off,avg_speed_def
2590,Kosta Koufos,SAC,30,11.9,3.7,1.7,0.0,0.2,1.2,3.0,4.2,0.9,0.4,0.4,42,21,21,0.5,2018,0.92,0.49,0.43,4.32,4.55,4.08
2591,Kostas Antetokounmpo,DAL,21,5.3,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,2,1,1,0.5,2018,0.38,0.2,0.19,4.22,4.41,4.05
2592,Kyle Anderson,MEM,25,29.8,8.0,3.5,0.2,0.9,1.1,4.7,5.8,3.0,1.3,0.9,43,19,24,0.4418604651162791,2018,2.21,1.19,1.02,4.16,4.27,4.03
2593,Kyle Korver,UTA,38,19.1,8.6,2.9,2.0,0.9,0.1,2.2,2.3,1.2,0.4,0.2,70,39,31,0.5571428571428572,2018,1.51,0.83,0.68,4.44,4.89,3.99
2594,Kyle O'Quinn,IND,29,8.2,3.5,1.5,0.0,0.4,0.6,2.0,2.6,1.2,0.2,0.6,45,27,18,0.6,2018,0.58,0.31,0.27,3.93,4.13,3.73
2595,Kyrie Irving,BOS,27,33.0,23.8,9.0,2.6,3.2,1.1,3.9,5.0,6.9,1.5,0.5,67,37,30,0.5522388059701493,2018,2.41,1.3,1.1,4.11,4.6,3.64
2596,LaMarcus Aldridge,SAS,33,33.2,21.3,8.4,0.1,4.3,3.1,6.1,9.2,2.4,0.5,1.3,81,48,33,0.5925925925925926,2018,2.35,1.26,1.09,4.05,4.25,3.84
2597,Lance Stephenson,LAL,28,16.5,7.2,2.7,1.1,0.7,0.5,2.7,3.2,2.1,0.6,0.1,68,33,35,0.4852941176470588,2018,1.19,0.63,0.56,4.01,4.31,3.72
2598,Lance Thomas,NYK,31,17.0,4.5,1.7,0.5,0.6,0.5,2.1,2.5,0.6,0.4,0.2,46,7,39,0.15217391304347827,2018,1.35,0.73,0.62,4.47,4.77,4.16
2599,Langston Galloway,DET,27,21.8,8.4,2.9,1.7,1.0,0.6,1.5,2.1,1.1,0.5,0.1,80,41,39,0.5125,2018,1.71,0.92,0.79,4.4,4.56,4.22
2600,Larry Nance Jr.,CLE,26,26.8,9.4,3.7,0.5,1.4,2.5,5.7,8.2,3.2,1.5,0.6,67,16,51,0.2388059701492537,2018,1.93,1.07,0.86,4.13,4.39,3.84
2601,LeBron James,LAL,34,35.2,27.4,10.1,2.0,5.1,1.0,7.4,8.5,8.3,1.3,0.6,55,28,27,0.509090909090909,2018,2.37,1.28,1.09,3.78,4.26,3.35
2602,Lonnie Walker IV,SAS,20,6.9,2.6,0.9,0.3,0.5,0.0,1.0,1.0,0.5,0.4,0.2,17,12,5,0.7058823529411765,2018,0.53,0.29,0.24,4.24,4.5,3.95
2603,Lonzo Ball,LAL,21,30.3,9.9,3.9,1.6,0.4,1.1,4.2,5.3,5.4,1.5,0.4,47,25,22,0.5319148936170213,2018,2.35,1.21,1.14,4.38,4.71,4.08
2604,Lorenzo Brown,TOR,28,8.2,2.1,0.9,0.2,0.1,0.2,1.0,1.2,1.1,0.5,0.2,26,20,6,0.7692307692307693,2018,0.66,0.35,0.31,4.51,4.85,4.17
2605,Lou Williams,LAC,32,26.6,20.0,6.5,1.4,5.7,0.5,2.4,3.0,5.4,0.8,0.1,75,47,28,0.6266666666666667,2018,1.9,1.07,0.83,3.97,4.53,3.43
2606,Luc Mbah a Moute,LAC,32,15.3,5.0,2.0,0.5,0.5,0.5,1.3,1.8,0.5,0.3,0.3,4,2,2,0.5,2018,1.15,0.6,0.55,4.23,4.55,3.93
2607,Luka Doncic,DAL,20,32.2,21.2,7.0,2.3,4.8,1.2,6.6,7.8,6.0,1.1,0.3,72,28,44,0.3888888888888889,2018,2.33,1.33,1.0,4.06,4.48,3.62
2608,Luke Kennard,DET,23,22.8,9.7,3.6,1.7,0.8,0.2,2.7,2.9,1.8,0.4,0.2,63,30,33,0.4761904761904762,2018,1.7,0.97,0.73,4.25,4.65,3.82
2609,Luol Deng,MIN,34,17.8,7.1,2.7,0.6,1.1,0.9,2.4,3.3,0.8,0.7,0.4,22,11,11,0.5,2018,1.36,0.72,0.64,4.23,4.46,4.0
2610,Malachi Richardson,TOR,23,4.7,1.4,0.4,0.4,0.2,0.1,0.5,0.6,0.0,0.0,0.0,22,16,6,0.7272727272727273,2018,0.36,0.2,0.16,4.18,4.39,3.95
2611,Malcolm Brogdon,MIL,26,28.6,15.6,5.9,1.6,2.2,1.0,3.5,4.5,3.2,0.7,0.2,64,49,15,0.765625,2018,2.17,1.16,1.0,4.25,4.69,3.83
2612,Malcolm Miller,TOR,26,6.7,3.5,1.1,1.0,0.3,0.1,0.4,0.5,0.1,0.1,0.1,10,9,1,0.9,2018,0.56,0.3,0.26,4.64,5.02,4.27
2613,Malik Beasley,DEN,22,23.2,11.3,4.3,2.0,0.7,0.4,2.0,2.5,1.2,0.7,0.1,81,53,28,0.654320987654321,2018,1.72,0.92,0.79,4.14,4.41,3.87
2614,Malik Monk,CHA,21,17.2,8.9,3.1,1.5,1.2,0.2,1.7,1.9,1.6,0.5,0.3,73,34,39,0.4657534246575342,2018,1.33,0.74,0.6,4.34,4.79,3.89
2615,MarShon Brooks,MEM,30,13.3,6.6,2.6,0.5,0.8,0.4,1.1,1.6,0.9,0.3,0.1,29,15,14,0.5172413793103449,2018,0.98,0.54,0.45,4.14,4.31,3.96
2616,Marc Gasol,TOR,34,30.8,13.6,4.9,1.3,2.4,1.0,6.9,7.9,4.4,1.1,1.1,79,39,40,0.4936708860759494,2018,2.01,1.1,0.91,3.67,3.89,3.43
2617,Marcin Gortat,LAC,35,16.0,5.0,2.1,0.0,0.7,1.4,4.1,5.6,1.4,0.1,0.5,47,25,22,0.5319148936170213,2018,1.2,0.65,0.55,4.27,4.55,3.98
2618,Marco Belinelli,SAS,33,23.0,10.5,3.6,1.9,1.4,0.2,2.3,2.5,1.7,0.4,0.1,79,46,33,0.5822784810126582,2018,1.81,1.02,0.79,4.48,5.01,3.94
2619,Marcus Derrickson,GSW,23,6.1,4.2,1.5,0.9,0.4,0.7,0.5,1.2,0.1,0.0,0.1,11,9,2,0.8181818181818182,2018,0.45,0.25,0.2,4.16,4.36,3.77
2620,Marcus Morris Sr.,BOS,29,27.9,13.9,5.0,1.9,1.9,1.0,5.1,6.1,1.5,0.6,0.3,75,44,31,0.5866666666666667,2018,2.02,1.09,0.93,4.1,4.49,3.72
2621,Marcus Smart,BOS,25,27.5,8.9,3.0,1.6,1.3,0.7,2.2,2.9,4.0,1.8,0.4,80,48,32,0.6,2018,1.99,1.04,0.96,4.09,4.36,3.83
2622,Mario Hezonja,NYK,24,20.8,8.8,3.3,0.7,1.5,0.5,3.6,4.1,1.5,1.0,0.1,58,12,46,0.20689655172413796,2018,1.59,0.87,0.72,4.31,4.68,3.93
2623,Markelle Fultz,ORL,21,22.5,8.2,3.4,0.2,1.1,1.4,2.3,3.7,3.1,0.9,0.3,19,12,7,0.631578947368421,2018,1.85,1.01,0.84,4.64,5.05,4.23
2624,Markieff Morris,OKC,29,21.9,9.4,3.5,1.2,1.2,1.1,3.5,4.6,1.4,0.6,0.4,58,24,34,0.4137931034482759,2018,1.51,0.78,0.73,3.84,4.08,3.61
2625,Marquese Chriss,CLE,21,11.6,4.2,1.6,0.4,0.7,0.9,2.4,3.3,0.5,0.4,0.3,43,17,26,0.3953488372093023,2018,0.88,0.48,0.4,4.27,4.63,3.9
2626,Marvin Bagley III,SAC,20,25.3,14.9,5.7,0.5,2.9,2.6,5.0,7.6,1.0,0.5,1.0,62,30,32,0.4838709677419355,2018,1.99,1.05,0.94,4.39,4.68,4.11
2627,Marvin Williams,CHA,33,28.4,10.1,3.7,1.9,0.9,1.0,4.4,5.4,1.2,0.9,0.8,75,35,40,0.4666666666666667,2018,2.04,1.09,0.95,4.06,4.28,3.83
2628,Mason Plumlee,DEN,29,21.1,7.8,3.2,0.0,1.4,2.0,4.4,6.4,3.0,0.8,0.9,82,54,28,0.6585365853658537,2018,1.57,0.84,0.72,4.16,4.44,3.86
2629,Matthew Dellavedova,CLE,28,16.9,5.9,2.0,0.9,0.9,0.1,1.5,1.6,3.8,0.3,0.0,48,20,28,0.4166666666666667,2018,1.27,0.71,0.56,4.2,4.65,3.72
2630,Maurice Harkless,POR,26,23.6,7.7,3.2,0.6,0.8,1.3,3.2,4.5,1.2,1.1,0.9,60,37,23,0.6166666666666667,2018,1.79,0.96,0.83,4.25,4.41,4.08
2631,Maxi Kleber,DAL,27,21.2,6.8,2.5,1.1,0.8,1.3,3.4,4.6,1.0,0.5,1.1,71,30,41,0.4225352112676056,2018,1.57,0.88,0.7,4.14,4.49,3.77
2632,Melvin Frazier Jr.,ORL,22,4.4,1.5,0.7,0.0,0.1,0.3,0.2,0.5,0.1,0.1,0.0,10,8,2,0.8,2018,0.37,0.21,0.16,4.54,4.75,4.28
2633,Meyers Leonard,POR,27,14.4,5.9,2.2,0.8,0.7,0.8,3.0,3.8,1.2,0.2,0.1,61,35,26,0.5737704918032787,2018,1.0,0.54,0.45,3.89,3.98,3.78
2634,Michael Beasley,LAL,30,10.7,7.0,2.9,0.1,1.1,0.5,1.8,2.3,1.0,0.3,0.4,26,11,15,0.4230769230769231,2018,0.81,0.43,0.38,4.29,4.68,3.9
2635,Michael Carter-Williams,ORL,27,13.3,4.8,1.6,0.4,1.1,0.7,1.8,2.5,2.5,0.7,0.5,28,17,11,0.6071428571428571,2018,1.06,0.58,0.49,4.46,4.87,4.05
2636,Michael Kidd-Gilchrist,CHA,25,18.4,6.7,2.5,0.3,1.5,1.4,2.5,3.8,1.0,0.5,0.6,64,29,35,0.453125,2018,1.44,0.76,0.68,4.35,4.61,4.1
2637,Mikal Bridges,PHX,22,29.5,8.3,3.0,1.3,1.2,0.7,2.5,3.2,2.1,1.6,0.5,82,19,63,0.23170731707317074,2018,2.28,1.2,1.08,4.32,4.57,4.07
2638,Mike Muscala,LAL,27,20.4,7.0,2.3,1.4,1.1,0.9,2.9,3.8,1.2,0.3,0.6,64,35,29,0.546875,2018,1.64,0.9,0.74,4.49,4.94,4.05
2639,Mike Scott,PHI,30,17.7,5.8,2.1,1.3,0.3,0.5,2.9,3.5,0.8,0.3,0.2,79,44,35,0.5569620253164557,2018,1.36,0.73,0.63,4.3,4.64,3.96
2640,Mike Scott,PHI,31,17.7,5.7,2.1,1.2,0.4,0.9,2.7,3.5,0.7,0.3,0.1,62,36,26,0.5806451612903226,2019,1.36,0.73,0.63,4.3,4.64,3.96
2641,Miles Bridges,CHA,21,21.2,7.5,3.0,0.8,0.7,0.8,3.2,4.0,1.2,0.7,0.6,80,38,42,0.475,2018,1.65,0.88,0.76,4.39,4.71,4.07
2642,Miles Plumlee,ATL,30,9.6,4.4,1.8,0.0,0.9,0.9,1.3,2.2,0.9,0.3,0.2,18,1,17,0.05555555555555555,2018,0.79,0.42,0.38,4.57,5.03,4.14
2643,Milos Teodosic,LAC,32,10.0,3.2,1.1,0.7,0.3,0.2,0.9,1.1,2.1,0.2,0.1,15,8,7,0.5333333333333333,2018,0.79,0.44,0.35,4.4,5.0,3.83
2644,Mitchell Creek,MIN,27,9.4,4.2,1.6,0.0,1.0,1.2,1.2,2.4,1.2,0.4,0.0,5,1,4,0.2,2018,0.74,0.39,0.35,4.28,4.75,3.88
2645,Mo Bamba,ORL,21,16.3,6.2,2.5,0.4,0.8,1.4,3.6,5.0,0.8,0.3,1.4,47,19,28,0.40425531914893614,2018,1.23,0.67,0.57,4.23,4.5,3.96
2646,Monte Morris,DEN,24,24.0,10.4,4.2,1.1,0.8,0.4,1.9,2.4,3.6,0.9,0.0,82,54,28,0.6585365853658537,2018,1.84,1.02,0.82,4.29,4.7,3.86
2647,Montrezl Harrell,LAC,25,26.3,16.6,6.7,0.0,3.2,2.2,4.3,6.5,2.0,0.9,1.3,82,48,34,0.5853658536585366,2018,1.86,0.99,0.88,3.93,4.21,3.64
2648,Moritz Wagner,LAL,22,10.4,4.8,1.7,0.5,1.0,0.4,1.6,2.0,0.6,0.3,0.3,43,15,28,0.3488372093023256,2018,0.78,0.43,0.35,4.23,4.72,3.73
2649,Myles Turner,IND,23,28.6,13.3,5.1,1.0,2.0,1.4,5.8,7.2,1.6,0.8,2.7,74,43,31,0.581081081081081,2018,2.07,1.12,0.95,4.07,4.37,3.77
2650,Naz Mitrou-Long,UTA,25,6.0,1.1,0.4,0.1,0.1,0.1,0.4,0.4,1.1,0.1,0.1,14,9,5,0.6428571428571429,2018,0.46,0.25,0.21,4.29,4.69,3.91
2651,Nemanja Bjelica,SAC,31,23.2,9.6,3.7,1.3,0.9,1.6,4.1,5.8,1.9,0.7,0.7,77,38,39,0.4935064935064935,2018,1.74,0.91,0.83,4.24,4.64,3.87
2652,Nene,HOU,36,13.0,3.6,1.4,0.0,0.7,0.8,2.1,2.9,0.6,0.4,0.4,42,29,13,0.6904761904761905,2018,0.94,0.5,0.45,4.05,4.22,3.87
2653,Nerlens Noel,OKC,25,13.7,4.9,2.1,0.0,0.7,1.6,2.6,4.2,0.6,0.9,1.2,77,48,29,0.6233766233766234,2018,1.06,0.54,0.52,4.24,4.52,4.0
2654,Nick Young,DEN,34,9.3,2.3,0.8,0.8,0.0,0.0,0.3,0.3,0.5,0.0,0.3,4,3,1,0.75,2018,0.66,0.35,0.31,3.93,4.1,3.76
2655,Nicolas Batum,CHA,30,31.4,9.3,3.4,1.5,1.0,0.9,4.3,5.2,3.3,0.9,0.6,75,35,40,0.4666666666666667,2018,2.41,1.28,1.13,4.33,4.57,4.09
2656,Nik Stauskas,CLE,25,14.9,5.9,2.0,1.0,0.8,0.3,1.6,1.9,1.2,0.3,0.1,68,33,35,0.4852941176470588,2018,1.17,0.67,0.5,4.41,4.85,3.91
2657,Nikola Jokic,DEN,24,31.3,20.1,7.7,1.0,3.6,2.9,8.0,10.8,7.3,1.4,0.7,80,53,27,0.6625,2018,2.19,1.2,0.98,3.95,4.28,3.61
2658,Nikola Mirotic,MIL,28,27.1,15.2,5.2,2.5,2.3,1.3,6.1,7.4,1.2,0.7,0.7,46,24,22,0.5217391304347826,2018,2.08,1.08,1.0,4.29,4.7,3.92
2659,Nikola Vucevic,ORL,28,31.4,20.8,8.8,1.1,2.2,2.8,9.2,12.0,3.8,1.0,1.1,80,41,39,0.5125,2018,2.17,1.17,1.0,3.92,4.14,3.7
2660,Noah Vonleh,NYK,23,25.3,8.4,3.0,0.7,1.6,1.7,6.1,7.8,1.9,0.7,0.8,68,13,55,0.19117647058823528,2018,1.9,1.04,0.87,4.24,4.58,3.89
2661,Norman Powell,TOR,26,18.8,8.6,3.2,1.1,1.0,0.3,2.1,2.3,1.5,0.7,0.2,60,45,15,0.75,2018,1.48,0.8,0.68,4.38,4.79,3.99
2662,OG Anunoby,TOR,21,20.2,7.0,2.7,1.0,0.5,0.9,2.1,2.9,0.7,0.7,0.3,67,46,21,0.6865671641791045,2018,1.58,0.83,0.75,4.37,4.59,4.15
2663,Okaro White,WAS,26,2.1,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,3,2,1,0.6666666666666666,2018,0.16,0.09,0.07,4.27,4.77,3.69
2664,Omari Spellman,ATL,21,17.5,5.9,2.1,1.0,0.7,1.6,2.7,4.2,1.0,0.6,0.5,46,15,31,0.32608695652173914,2018,1.4,0.76,0.64,4.46,4.87,4.04
2665,Omri Casspi,MEM,31,14.5,6.3,2.4,0.4,1.1,0.5,2.7,3.2,0.7,0.6,0.3,36,14,22,0.3888888888888889,2018,1.09,0.59,0.49,4.21,4.37,4.03
2666,P.J. Tucker,HOU,34,34.2,7.3,2.5,1.8,0.5,1.5,4.4,5.8,1.2,1.6,0.5,82,53,29,0.6463414634146342,2018,2.41,1.24,1.17,3.98,4.05,3.92
2667,PJ Dozier,BOS,22,8.5,3.2,1.3,0.3,0.2,1.0,1.8,2.8,0.8,0.3,0.0,6,5,1,0.8333333333333334,2018,0.62,0.33,0.29,4.05,4.53,3.61
2668,Pat Connaughton,MIL,26,20.7,6.9,2.7,1.1,0.5,1.0,3.2,4.2,2.0,0.5,0.4,61,43,18,0.7049180327868853,2018,1.61,0.85,0.76,4.35,4.64,4.07
2669,Patrick Beverley,LAC,30,27.4,7.6,2.5,1.4,1.2,1.0,4.0,5.0,3.8,0.9,0.6,78,48,30,0.6153846153846154,2018,2.16,1.16,1.0,4.4,4.69,4.1
2670,Patrick McCaw,TOR,23,13.7,2.6,0.9,0.3,0.4,0.2,1.4,1.7,1.0,0.8,0.1,29,17,12,0.5862068965517241,2018,1.05,0.53,0.51,4.25,4.36,4.15
2671,Patrick Patterson,OKC,30,13.7,3.6,1.3,0.7,0.3,0.7,1.7,2.3,0.5,0.3,0.2,63,40,23,0.6349206349206349,2018,1.07,0.57,0.5,4.33,4.84,3.86
2672,Patty Mills,SAS,30,23.3,9.9,3.4,1.9,1.1,0.3,1.9,2.2,3.0,0.6,0.1,82,48,34,0.5853658536585366,2018,1.86,1.04,0.82,4.49,5.0,3.98
2673,Pau Gasol,MIL,38,12.0,3.9,1.4,0.2,0.9,0.7,3.8,4.6,1.7,0.2,0.5,30,17,13,0.5666666666666667,2018,0.87,0.48,0.39,4.11,4.47,3.76
2674,Paul George,OKC,29,36.9,28.0,9.2,3.8,5.9,1.4,6.8,8.2,4.1,2.2,0.4,77,46,31,0.5974025974025974,2018,2.69,1.4,1.29,4.09,4.59,3.65
2675,Paul Millsap,DEN,34,27.1,12.6,4.6,0.8,2.6,2.2,5.0,7.2,2.0,1.2,0.8,70,49,21,0.7,2018,1.95,1.05,0.9,4.05,4.26,3.83
2676,Quincy Acy,PHX,28,12.3,1.7,0.4,0.2,0.7,0.3,2.2,2.5,0.8,0.1,0.4,10,2,8,0.2,2018,0.94,0.51,0.42,4.22,4.69,3.69
2677,Quincy Pondexter,SAS,31,5.5,1.8,0.5,0.1,0.6,0.2,0.7,0.9,0.5,0.2,0.0,53,29,24,0.5471698113207547,2018,0.42,0.24,0.19,4.28,4.64,3.93
2678,Quinn Cook,GSW,26,14.3,6.9,2.8,1.1,0.3,0.3,1.8,2.1,1.6,0.3,0.0,74,49,25,0.6621621621621622,2018,1.11,0.61,0.5,4.45,4.8,4.08
2679,RJ Hunter,BOS,25,25.7,17.0,6.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1,1,0,1.0,2018,1.77,0.93,0.84,3.92,4.27,3.23
2680,Rajon Rondo,LAL,33,29.8,9.2,3.8,1.1,0.5,0.7,4.5,5.3,8.0,1.2,0.2,46,19,27,0.4130434782608696,2018,2.13,1.14,0.99,4.01,4.34,3.68
2681,Raul Neto,UTA,27,12.8,5.3,2.0,0.5,0.8,0.2,1.5,1.7,2.5,0.4,0.1,37,26,11,0.7027027027027027,2018,1.04,0.57,0.46,4.53,5.04,4.01
2682,Rawle Alkins,CHI,21,12.0,3.7,1.3,0.3,0.8,1.1,1.5,2.6,1.3,0.1,0.0,10,3,7,0.3,2018,0.92,0.5,0.42,4.29,4.66,3.93
2683,Raymond Felton,OKC,35,11.5,4.3,1.7,0.6,0.4,0.1,0.9,1.0,1.6,0.3,0.2,33,19,14,0.5757575757575758,2018,0.83,0.42,0.41,3.98,4.17,3.81
2684,Reggie Bullock,LAL,28,29.8,11.3,3.9,2.3,1.2,0.3,2.4,2.7,2.0,0.6,0.2,63,27,36,0.42857142857142855,2018,2.29,1.26,1.02,4.29,4.55,4.01
2685,Reggie Jackson,DET,29,27.9,15.4,5.4,2.1,2.5,0.5,2.1,2.6,4.2,0.7,0.1,82,41,41,0.5,2018,2.07,1.17,0.89,4.2,4.55,3.8
2686,Richaun Holmes,PHX,25,16.9,8.2,3.2,0.0,1.8,1.6,3.1,4.7,0.9,0.6,1.1,70,16,54,0.22857142857142854,2018,1.23,0.65,0.58,4.03,4.19,3.85
2687,Ricky Rubio,UTA,28,27.9,12.7,4.3,1.2,2.9,0.5,3.1,3.6,6.1,1.3,0.1,68,40,28,0.5882352941176471,2018,2.13,1.19,0.93,4.31,4.84,3.77
2688,Robert Covington,MIN,28,34.4,13.3,4.5,2.4,1.9,0.8,4.7,5.5,1.3,2.1,1.3,35,20,15,0.5714285714285714,2018,2.51,1.31,1.2,4.1,4.29,3.91
2689,Robert Williams III,BOS,21,8.8,2.5,1.1,0.0,0.3,0.8,1.7,2.5,0.2,0.3,1.3,32,18,14,0.5625,2018,0.65,0.33,0.32,4.11,4.29,3.97
2690,Rodions Kurucs,BKN,21,20.5,8.5,3.2,0.9,1.1,0.9,3.0,3.9,0.8,0.7,0.4,63,36,27,0.5714285714285714,2018,1.7,0.94,0.76,4.65,5.13,4.17
2691,Rodney Hood,POR,26,26.3,11.2,4.1,1.2,1.9,0.3,1.8,2.2,1.8,0.8,0.2,72,29,43,0.4027777777777778,2018,1.96,1.12,0.85,4.2,4.55,3.82
2692,Rodney McGruder,LAC,27,23.5,7.6,2.8,1.2,0.8,0.9,2.7,3.6,1.7,0.5,0.2,66,31,35,0.4696969696969697,2018,1.92,1.06,0.86,4.57,5.01,4.12
2693,Ron Baker,WAS,26,10.1,0.9,0.3,0.1,0.3,0.1,0.7,0.7,1.0,0.4,0.1,15,4,11,0.26666666666666666,2018,0.88,0.46,0.42,4.79,4.88,4.69
2694,Rondae Hollis-Jefferson,BKN,24,20.9,8.9,3.4,0.2,2.0,1.4,3.8,5.3,1.6,0.7,0.5,59,27,32,0.4576271186440678,2018,1.62,0.89,0.73,4.32,4.7,3.93
2695,Rudy Gay,SAS,32,26.7,13.7,5.4,1.1,1.7,0.9,5.9,6.8,2.6,0.8,0.5,69,42,27,0.6086956521739131,2018,1.96,1.06,0.9,4.18,4.39,3.96
2696,Rudy Gobert,UTA,27,31.8,15.9,5.9,0.0,4.1,3.8,9.0,12.9,2.0,0.8,2.3,81,50,31,0.6172839506172839,2018,2.36,1.28,1.09,4.19,4.53,3.85
2697,Russell Westbrook,OKC,30,36.0,22.9,8.6,1.6,4.1,1.5,9.6,11.1,10.7,1.9,0.5,73,44,29,0.6027397260273972,2018,2.54,1.35,1.18,3.97,4.65,3.41
2698,Ryan Arcidiacono,CHI,25,24.2,6.7,2.3,1.0,1.1,0.3,2.4,2.7,3.3,0.8,0.0,81,22,59,0.2716049382716049,2018,1.91,1.03,0.88,4.45,4.78,4.12
2699,Ryan Broekhoff,DAL,28,10.8,4.0,1.4,0.9,0.4,0.2,1.3,1.5,0.5,0.1,0.1,42,15,27,0.35714285714285715,2018,0.85,0.49,0.37,4.39,4.94,3.83
2700,Salah Mejri,DAL,33,11.1,3.9,1.5,0.3,0.6,1.0,2.6,3.6,1.0,0.3,0.7,36,13,23,0.3611111111111111,2018,0.82,0.44,0.38,4.12,4.33,3.93
2701,Scott Machado,LAL,29,4.8,2.5,1.0,0.3,0.3,0.0,0.0,0.0,0.8,0.3,0.0,4,3,1,0.75,2018,0.38,0.21,0.16,4.22,4.49,3.94
2702,Semi Ojeleye,BOS,24,10.6,3.3,1.2,0.5,0.4,0.4,1.1,1.5,0.4,0.2,0.1,56,39,17,0.6964285714285714,2018,0.83,0.45,0.38,4.38,4.89,3.9
2703,Serge Ibaka,TOR,29,27.2,15.0,6.3,0.7,1.8,2.1,6.0,8.1,1.3,0.4,1.4,74,53,21,0.7162162162162162,2018,1.93,1.04,0.9,4.0,4.3,3.7
2704,Seth Curry,POR,28,18.9,7.9,2.9,1.5,0.6,0.4,1.3,1.6,0.9,0.5,0.2,74,49,25,0.6621621621621622,2018,1.42,0.78,0.64,4.18,4.39,3.95
2705,Shabazz Napier,BKN,27,17.6,9.4,3.0,1.4,2.1,0.3,1.5,1.8,2.6,0.7,0.3,56,26,30,0.4642857142857143,2018,1.31,0.72,0.59,4.17,4.5,3.82
2706,Shai Gilgeous-Alexander,LAC,20,26.5,10.8,4.2,0.6,1.9,0.7,2.1,2.8,3.3,1.2,0.5,82,48,34,0.5853658536585366,2018,2.11,1.14,0.97,4.48,4.8,4.15
2707,Shake Milton,PHI,22,13.4,4.4,1.7,0.7,0.3,0.5,1.3,1.8,0.9,0.4,0.4,20,10,10,0.5,2018,1.06,0.58,0.48,4.43,4.77,4.08
2708,Shaun Livingston,GSW,33,15.1,4.0,1.7,0.0,0.6,0.7,1.2,1.8,1.8,0.5,0.4,64,45,19,0.703125,2018,1.13,0.61,0.53,4.25,4.68,3.85
2709,Shelvin Mack,CHA,29,21.9,7.5,2.9,0.8,1.0,0.3,1.5,1.8,3.2,0.8,0.1,57,22,35,0.3859649122807017,2018,1.75,0.99,0.76,4.48,4.83,4.08
2710,Sindarius Thornwell,LAC,24,4.9,1.0,0.3,0.0,0.4,0.1,0.6,0.7,0.3,0.2,0.1,64,37,27,0.578125,2018,0.4,0.2,0.2,4.51,4.91,4.21
2711,Skal Labissiere,POR,23,8.0,3.0,1.2,0.3,0.4,0.4,1.5,2.0,0.5,0.2,0.3,22,12,10,0.5454545454545454,2018,0.63,0.34,0.29,4.31,4.51,4.1
2712,Solomon Hill,NOP,28,20.0,4.3,1.5,0.7,0.5,0.8,2.3,3.0,1.3,0.5,0.2,44,14,30,0.3181818181818182,2018,1.52,0.81,0.71,4.28,4.66,3.91
2713,Spencer Dinwiddie,BKN,26,28.1,16.8,5.4,1.8,4.2,0.4,2.1,2.4,4.6,0.6,0.3,68,36,32,0.5294117647058824,2018,2.06,1.18,0.89,4.06,4.54,3.56
2714,Stanley Johnson,NOP,23,18.3,6.9,2.6,0.9,0.8,0.5,2.8,3.3,1.3,0.9,0.2,66,28,38,0.42424242424242425,2018,1.4,0.77,0.63,4.27,4.55,3.98
2715,Stephen Curry,GSW,31,33.8,27.3,9.2,5.1,3.8,0.7,4.7,5.3,5.2,1.3,0.4,69,52,17,0.7536231884057971,2018,2.55,1.38,1.18,4.34,5.01,3.74
2716,Sterling Brown,MIL,24,17.8,6.4,2.5,0.9,0.5,0.5,2.7,3.2,1.4,0.4,0.1,58,45,13,0.7758620689655172,2018,1.42,0.72,0.69,4.43,4.57,4.3
2717,Svi Mykhailiuk,DET,22,10.5,3.2,1.1,0.7,0.3,0.2,0.6,0.9,0.9,0.3,0.0,42,19,23,0.4523809523809524,2018,0.83,0.45,0.39,4.46,4.96,3.99
2718,T.J. Warren,PHX,25,31.6,18.0,6.9,1.8,2.3,0.7,3.3,4.0,1.5,1.2,0.7,43,10,33,0.2325581395348837,2018,2.35,1.26,1.09,4.18,4.44,3.91
2719,TJ Leaf,IND,22,9.0,3.9,1.7,0.1,0.3,0.7,1.4,2.2,0.4,0.2,0.3,58,35,23,0.603448275862069,2018,0.72,0.38,0.33,4.4,4.68,4.11
2720,Tahjere McCall,BKN,24,8.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,2018,0.59,0.27,0.32,3.9,4.45,3.46
2721,Taj Gibson,MIN,34,24.1,10.8,4.3,0.2,1.9,2.5,4.1,6.5,1.2,0.8,0.6,70,32,38,0.4571428571428571,2018,1.81,0.96,0.85,4.2,4.42,3.97
2722,Taurean Prince,ATL,25,28.2,13.5,4.8,2.2,1.7,0.4,3.2,3.6,2.1,1.0,0.3,55,19,36,0.34545454545454546,2018,2.08,1.12,0.96,4.14,4.43,3.84
2723,Terrance Ferguson,OKC,21,26.1,6.9,2.5,1.4,0.5,0.4,1.5,1.9,1.0,0.5,0.2,74,44,30,0.5945945945945946,2018,2.0,0.97,1.03,4.33,4.55,4.14
2724,Terry Rozier,BOS,25,22.7,9.0,3.3,1.5,0.9,0.4,3.5,3.9,2.9,0.9,0.3,79,47,32,0.5949367088607594,2018,1.78,0.95,0.82,4.41,4.74,4.08
